True_User,Target_Folder,Predicted_User,Status,Time,Face_Detected,Tolerance,Image_Size,JPEG_Quality,Num_References,Num_Test_Images,Test_Image_Path
Anushka Sharma,Roger Federer,,No Match,0.04637908935546875,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_27.jpg
Anushka Sharma,Roger Federer,,No Face Detected in Test,0.02613353729248047,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_39.jpg
Anushka Sharma,Roger Federer,,No Match,0.03573107719421387,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_32.jpg
Anushka Sharma,Roger Federer,,No Face Detected in Test,0.02561473846435547,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_47.jpg
Anushka Sharma,Roger Federer,,No Face Detected in Test,0.02044367790222168,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_5.jpg
Anushka Sharma,Roger Federer,,No Match,0.03493523597717285,True,0.4,240x160,70,1,10,../dataset/Roger Federer/Roger Federer_4.jpg
Anushka Sharma,Roger Federer,,No Match,0.3092644214630127,True,0.4,240x160,70,1,10,
Anushka Sharma,Tom Cruise,,No Match,0.033048152923583984,True,0.4,240x160,70,1,10,../dataset/Tom Cruise/Tom Cruise_12.jpg
Anushka Sharma,Tom Cruise,Tom Cruise,Incorrect Match,0.04907393455505371,True,0.4,240x160,70,1,10,../dataset/Tom Cruise/Tom Cruise_26.jpg
Billie Eilish,Andy Samberg,,No Face Detected in Test,0.014339447021484375,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_43.jpg
Billie Eilish,Andy Samberg,,No Match,0.038452863693237305,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_37.jpg
Billie Eilish,Andy Samberg,,No Face Detected in Test,0.015122175216674805,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_68.jpg
Billie Eilish,Andy Samberg,,No Match,0.0344698429107666,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_26.jpg
Billie Eilish,Andy Samberg,,No Face Detected in Test,0.025130271911621094,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_29.jpg
Billie Eilish,Andy Samberg,,No Face Detected in Test,0.025162220001220703,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_10.jpg
Billie Eilish,Andy Samberg,,No Match,0.048108577728271484,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_1.jpg
Billie Eilish,Andy Samberg,,No Match,0.05515909194946289,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_15.jpg
Billie Eilish,Andy Samberg,,No Face Detected in Test,0.027286052703857422,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_9.jpg
Billie Eilish,Andy Samberg,,No Match,0.0548098087310791,True,0.4,240x160,70,1,10,../dataset/Andy Samberg/Andy Samberg_70.jpg
Billie Eilish,Andy Samberg,,No Match,0.3380403518676758,True,0.4,240x160,70,1,10,
Billie Eilish,Anushka Sharma,,No Match,0.03404974937438965,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_19.jpg
Billie Eilish,Anushka Sharma,,No Match,0.07348132133483887,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_9.jpg
Billie Eilish,Anushka Sharma,,No Match,0.0567319393157959,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_4.jpg
Billie Eilish,Anushka Sharma,,No Match,0.05159926414489746,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_67.jpg
Billie Eilish,Anushka Sharma,,No Match,0.05196642875671387,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_52.jpg
Billie Eilish,Anushka Sharma,,No Face Detected in Test,0.028887033462524414,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_31.jpg
Billie Eilish,Anushka Sharma,,No Match,0.0866401195526123,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_32.jpg
Billie Eilish,Anushka Sharma,,No Face Detected in Test,0.02918219566345215,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_36.jpg
Billie Eilish,Anushka Sharma,,No Match,0.07982683181762695,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_15.jpg
Billie Eilish,Anushka Sharma,,No Match,0.07208371162414551,True,0.4,240x160,70,1,10,../dataset/Anushka Sharma/Anushka Sharma_3.jpg
Billie Eilish,Anushka Sharma,,No Match,0.5644485950469971,True,0.4,240x160,70,1,10,
Billie Eilish,Billie Eilish,,No Match,0.034482717514038086,True,0.4,240x160,70,1,10,../dataset/Billie Eilish/Billie Eilish_35.jpg
